account_id,customer_id,customer_name,transaction_amount,merchant_name,city,opening_balance
1000000040,40,Customer_40,18519.73,Merchant_1,Chennai,323893.48
1000000041,41,Customer_41,27486.90,Merchant_1,Pune,199218.10
1000000042,42,Customer_42,48946.25,Merchant_1,Chennai,96805.61
1000000043,43,Customer_43,183141.60,Merchant_1,Pune,450009.85
1000000044,44,Customer_44,61964.84,Merchant_1,Chennai,262597.96
1000000045,45,Customer_45,77665.11,Merchant_1,Mumbai,105483.51
1000000046,46,Customer_46,41261.81,Merchant_1,Delhi,239065.43
1000000047,47,Customer_47,155313.06,Merchant_1,Bangalore,38528.86
1000000048,48,Customer_48,133378.90,Merchant_1,Chennai,433664.78
1000000049,49,Customer_49,114042.48,Merchant_1,Mumbai,123455.78
1000000050,50,Customer_50,136340.47,Merchant_1,Delhi,35777.25
1000000001,1,Customer_1,93155.53,Merchant_2,Bangalore,486337.64
1000000002,2,Customer_2,55089.20,Merchant_2,Pune,149997.57
1000000003,3,Customer_3,21272.09,Merchant_2,Mumbai,252624.05
1000000004,4,Customer_4,197539.94,Merchant_2,Pune,451095.49
1000000005,5,Customer_5,110571.18,Merchant_2,Mumbai,247576.72
1000000006,6,Customer_6,121164.80,Merchant_2,Bangalore,18095.81
1000000007,7,Customer_7,187848.08,Merchant_2,Delhi,167360.43
1000000008,8,Customer_8,57778.48,Merchant_2,Bangalore,396861.39
1000000009,9,Customer_9,187393.22,Merchant_2,Mumbai,87000.68
1000000010,10,Customer_10,51982.81,Merchant_2,Pune,351794.63
1000000011,11,Customer_11,135923.05,Merchant_2,Pune,445233.06
1000000012,12,Customer_12,51218.42,Merchant_2,Delhi,390848.18
1000000013,13,Customer_13,40986.96,Merchant_2,Delhi,432320.27
1000000014,14,Customer_14,194891.61,Merchant_2,Delhi,470359.68
1000000015,15,Customer_15,103439.21,Merchant_2,Delhi,101612.64
1000000016,16,Customer_16,22477.04,Merchant_2,Delhi,430031.17
1000000017,17,Customer_17,96382.96,Merchant_2,Pune,164331.09
1000000018,18,Customer_18,13087.04,Merchant_2,Delhi,400251.07
1000000019,19,Customer_19,14022.74,Merchant_2,Pune,94493.26
1000000020,20,Customer_20,94456.17,Merchant_2,Delhi,200569.00
1000000021,21,Customer_21,51177.41,Merchant_2,Chennai,69590.87
1000000022,22,Customer_22,130474.54,Merchant_2,Delhi,170184.18
1000000023,23,Customer_23,128800.24,Merchant_2,Pune,63767.63
1000000024,24,Customer_24,105961.79,Merchant_2,Pune,216822.32
1000000025,25,Customer_25,153294.26,Merchant_2,Bangalore,496206.29
1000000026,26,Customer_26,139678.33,Merchant_2,Chennai,13455.25
1000000027,27,Customer_27,172048.17,Merchant_2,Delhi,74382.62
1000000028,28,Customer_28,165531.66,Merchant_2,Bangalore,312201.63
1000000029,29,Customer_29,26545.27,Merchant_2,Chennai,85272.05
1000000030,30,Customer_30,25248.35,Merchant_2,Pune,413107.50
1000000031,31,Customer_31,47595.99,Merchant_2,Delhi,185974.51
1000000032,32,Customer_32,86075.21,Merchant_2,Pune,170045.38
1000000033,33,Customer_33,37969.96,Merchant_2,Bangalore,106098.64
1000000034,34,Customer_34,32196.90,Merchant_2,Chennai,250647.66
1000000035,35,Customer_35,154261.83,Merchant_2,Pune,285134.13
1000000036,36,Customer_36,92551.65,Merchant_2,Pune,119655.65
1000000037,37,Customer_37,121728.42,Merchant_2,Bangalore,210924.82
1000000038,38,Customer_38,77668.68,Merchant_2,Mumbai,144212.90
1000000039,39,Customer_39,28290.05,Merchant_2,Delhi,271013.37
1000000040,40,Customer_40,192566.30,Merchant_2,Chennai,323893.48
1000000041,41,Customer_41,197349.20,Merchant_2,Pune,199218.10
1000000042,42,Customer_42,197323.43,Merchant_2,Chennai,96805.61
1000000043,43,Customer_43,28520.83,Merchant_2,Pune,450009.85
1000000044,44,Customer_44,86161.30,Merchant_2,Chennai,262597.96
1000000045,45,Customer_45,63233.01,Merchant_2,Mumbai,105483.51
1000000046,46,Customer_46,34873.61,Merchant_2,Delhi,239065.43
1000000047,47,Customer_47,44615.66,Merchant_2,Bangalore,38528.86
1000000048,48,Customer_48,146233.07,Merchant_2,Chennai,433664.78
1000000049,49,Customer_49,98215.26,Merchant_2,Mumbai,123455.78
1000000050,50,Customer_50,111723.12,Merchant_2,Delhi,35777.25
1000000001,1,Customer_1,85553.07,Merchant_3,Bangalore,486337.64
1000000002,2,Customer_2,62813.44,Merchant_3,Pune,149997.57
1000000003,3,Customer_3,94388.64,Merchant_3,Mumbai,252624.05
1000000004,4,Customer_4,56615.40,Merchant_3,Pune,451095.49
1000000005,5,Customer_5,176944.95,Merchant_3,Mumbai,247576.72
1000000006,6,Customer_6,17015.23,Merchant_3,Bangalore,18095.81
1000000007,7,Customer_7,96135.59,Merchant_3,Delhi,167360.43
1000000008,8,Customer_8,44697.26,Merchant_3,Bangalore,396861.39
1000000009,9,Customer_9,15095.62,Merchant_3,Mumbai,87000.68
1000000010,10,Customer_10,138714.19,Merchant_3,Pune,351794.63
1000000011,11,Customer_11,183600.70,Merchant_3,Pune,445233.06
1000000012,12,Customer_12,175479.10,Merchant_3,Delhi,390848.18
1000000013,13,Customer_13,183414.64,Merchant_3,Delhi,432320.27
1000000014,14,Customer_14,124730.88,Merchant_3,Delhi,470359.68
1000000015,15,Customer_15,177710.18,Merchant_3,Delhi,101612.64
1000000016,16,Customer_16,47040.30,Merchant_3,Delhi,430031.17
1000000017,17,Customer_17,173172.56,Merchant_3,Pune,164331.09
1000000018,18,Customer_18,118268.91,Merchant_3,Delhi,400251.07
1000000019,19,Customer_19,134965.26,Merchant_3,Pune,94493.26
1000000020,20,Customer_20,12655.50,Merchant_3,Delhi,200569.00
1000000021,21,Customer_21,37006.17,Merchant_3,Chennai,69590.87
1000000022,22,Customer_22,182583.35,Merchant_3,Delhi,170184.18
1000000023,23,Customer_23,174840.70,Merchant_3,Pune,63767.63
1000000024,24,Customer_24,192390.99,Merchant_3,Pune,216822.32
1000000025,25,Customer_25,35900.93,Merchant_3,Bangalore,496206.29
1000000026,26,Customer_26,167183.20,Merchant_3,Chennai,13455.25
1000000027,27,Customer_27,12813.20,Merchant_3,Delhi,74382.62
1000000028,28,Customer_28,27249.37,Merchant_3,Bangalore,312201.63
1000000029,29,Customer_29,99752.45,Merchant_3,Chennai,85272.05
1000000030,30,Customer_30,143635.46,Merchant_3,Pune,413107.50
1000000031,31,Customer_31,16795.03,Merchant_3,Delhi,185974.51
1000000032,32,Customer_32,47424.25,Merchant_3,Pune,170045.38
1000000033,33,Customer_33,167968.39,Merchant_3,Bangalore,106098.64
1000000034,34,Customer_34,171223.04,Merchant_3,Chennai,250647.66
1000000035,35,Customer_35,96373.00,Merchant_3,Pune,285134.13
1000000036,36,Customer_36,55976.76,Merchant_3,Pune,119655.65
1000000037,37,Customer_37,64901.17,Merchant_3,Bangalore,210924.82
1000000038,38,Customer_38,55865.99,Merchant_3,Mumbai,144212.90
1000000039,39,Customer_39,169271.58,Merchant_3,Delhi,271013.37
1000000040,40,Customer_40,198769.81,Merchant_3,Chennai,323893.48
1000000041,41,Customer_41,92979.62,Merchant_3,Pune,199218.10
1000000042,42,Customer_42,92108.48,Merchant_3,Chennai,96805.61
1000000043,43,Customer_43,164019.46,Merchant_3,Pune,450009.85
1000000044,44,Customer_44,15590.34,Merchant_3,Chennai,262597.96
1000000045,45,Customer_45,17443.57,Merchant_3,Mumbai,105483.51
1000000046,46,Customer_46,138838.04,Merchant_3,Delhi,239065.43
1000000047,47,Customer_47,142368.15,Merchant_3,Bangalore,38528.86
1000000048,48,Customer_48,197972.86,Merchant_3,Chennai,433664.78
1000000049,49,Customer_49,21228.83,Merchant_3,Mumbai,123455.78
1000000050,50,Customer_50,11167.02,Merchant_3,Delhi,35777.25
1000000001,1,Customer_1,54855.20,Merchant_4,Bangalore,486337.64
1000000002,2,Customer_2,115555.05,Merchant_4,Pune,149997.57
1000000003,3,Customer_3,27400.73,Merchant_4,Mumbai,252624.05
1000000004,4,Customer_4,105988.62,Merchant_4,Pune,451095.49
1000000005,5,Customer_5,64630.55,Merchant_4,Mumbai,247576.72
1000000006,6,Customer_6,195557.55,Merchant_4,Bangalore,18095.81
1000000007,7,Customer_7,138999.98,Merchant_4,Delhi,167360.43
1000000008,8,Customer_8,174370.48,Merchant_4,Bangalore,396861.39
1000000009,9,Customer_9,95935.45,Merchant_4,Mumbai,87000.68
1000000010,10,Customer_10,115376.01,Merchant_4,Pune,351794.63
1000000011,11,Customer_11,69338.26,Merchant_4,Pune,445233.06
1000000012,12,Customer_12,153967.02,Merchant_4,Delhi,390848.18
1000000013,13,Customer_13,128599.42,Merchant_4,Delhi,432320.27
1000000014,14,Customer_14,167169.59,Merchant_4,Delhi,470359.68
1000000015,15,Customer_15,39013.89,Merchant_4,Delhi,101612.64
1000000016,16,Customer_16,189657.31,Merchant_4,Delhi,430031.17
1000000017,17,Customer_17,82126.76,Merchant_4,Pune,164331.09
1000000018,18,Customer_18,189941.72,Merchant_4,Delhi,400251.07
1000000019,19,Customer_19,133822.17,Merchant_4,Pune,94493.26
1000000020,20,Customer_20,92147.56,Merchant_4,Delhi,200569.00
1000000021,21,Customer_21,123678.39,Merchant_4,Chennai,69590.87
1000000022,22,Customer_22,59488.65,Merchant_4,Delhi,170184.18
1000000023,23,Customer_23,114016.88,Merchant_4,Pune,63767.63
1000000024,24,Customer_24,12048.79,Merchant_4,Pune,216822.32
1000000025,25,Customer_25,39214.09,Merchant_4,Bangalore,496206.29
1000000026,26,Customer_26,90925.12,Merchant_4,Chennai,13455.25
1000000027,27,Customer_27,131963.26,Merchant_4,Delhi,74382.62
1000000028,28,Customer_28,69422.89,Merchant_4,Bangalore,312201.63
1000000029,29,Customer_29,127542.62,Merchant_4,Chennai,85272.05
1000000030,30,Customer_30,152058.85,Merchant_4,Pune,413107.50
1000000031,31,Customer_31,141333.57,Merchant_4,Delhi,185974.51
1000000032,32,Customer_32,111032.03,Merchant_4,Pune,170045.38
1000000033,33,Customer_33,125166.71,Merchant_4,Bangalore,106098.64
1000000034,34,Customer_34,113912.83,Merchant_4,Chennai,250647.66
1000000035,35,Customer_35,77614.01,Merchant_4,Pune,285134.13
1000000036,36,Customer_36,150207.02,Merchant_4,Pune,119655.65
1000000037,37,Customer_37,20754.28,Merchant_4,Bangalore,210924.82
1000000038,38,Customer_38,157467.08,Merchant_4,Mumbai,144212.90
1000000039,39,Customer_39,171608.77,Merchant_4,Delhi,271013.37
1000000040,40,Customer_40,119222.92,Merchant_4,Chennai,323893.48
1000000041,41,Customer_41,80037.80,Merchant_4,Pune,199218.10
1000000042,42,Customer_42,112642.78,Merchant_4,Chennai,96805.61
1000000043,43,Customer_43,149001.33,Merchant_4,Pune,450009.85
1000000044,44,Customer_44,185595.04,Merchant_4,Chennai,262597.96
1000000045,45,Customer_45,191935.29,Merchant_4,Mumbai,105483.51
1000000046,46,Customer_46,186747.03,Merchant_4,Delhi,239065.43
1000000047,47,Customer_47,105364.31,Merchant_4,Bangalore,38528.86
1000000048,48,Customer_48,27096.14,Merchant_4,Chennai,433664.78
1000000049,49,Customer_49,82225.60,Merchant_4,Mumbai,123455.78
1000000050,50,Customer_50,178579.20,Merchant_4,Delhi,35777.25
1000000001,1,Customer_1,168254.18,Merchant_5,Bangalore,486337.64
1000000002,2,Customer_2,194133.00,Merchant_5,Pune,149997.57
1000000003,3,Customer_3,30284.06,Merchant_5,Mumbai,252624.05
1000000004,4,Customer_4,102684.24,Merchant_5,Pune,451095.49
1000000005,5,Customer_5,116425.90,Merchant_5,Mumbai,247576.72
1000000006,6,Customer_6,144355.17,Merchant_5,Bangalore,18095.81
1000000007,7,Customer_7,86439.37,Merchant_5,Delhi,167360.43
1000000008,8,Customer_8,17220.04,Merchant_5,Bangalore,396861.39
1000000009,9,Customer_9,81471.86,Merchant_5,Mumbai,87000.68
1000000010,10,Customer_10,14865.46,Merchant_5,Pune,351794.63
1000000011,11,Customer_11,116054.09,Merchant_5,Pune,445233.06
1000000012,12,Customer_12,29328.99,Merchant_5,Delhi,390848.18
1000000013,13,Customer_13,193131.08,Merchant_5,Delhi,432320.27
1000000014,14,Customer_14,154771.74,Merchant_5,Delhi,470359.68
1000000015,15,Customer_15,181237.10,Merchant_5,Delhi,101612.64
1000000016,16,Customer_16,118723.88,Merchant_5,Delhi,430031.17
1000000017,17,Customer_17,168406.24,Merchant_5,Pune,164331.09
1000000018,18,Customer_18,81743.29,Merchant_5,Delhi,400251.07
1000000019,19,Customer_19,20400.31,Merchant_5,Pune,94493.26
1000000020,20,Customer_20,56264.80,Merchant_5,Delhi,200569.00
1000000021,21,Customer_21,148787.60,Merchant_5,Chennai,69590.87
1000000022,22,Customer_22,86907.74,Merchant_5,Delhi,170184.18
1000000023,23,Customer_23,171352.24,Merchant_5,Pune,63767.63
1000000024,24,Customer_24,171167.14,Merchant_5,Pune,216822.32
1000000025,25,Customer_25,11156.54,Merchant_5,Bangalore,496206.29
1000000026,26,Customer_26,138401.00,Merchant_5,Chennai,13455.25
1000000027,27,Customer_27,174231.40,Merchant_5,Delhi,74382.62
1000000028,28,Customer_28,122095.64,Merchant_5,Bangalore,312201.63
1000000029,29,Customer_29,31246.56,Merchant_5,Chennai,85272.05
1000000030,30,Customer_30,60039.74,Merchant_5,Pune,413107.50
1000000031,31,Customer_31,68144.12,Merchant_5,Delhi,185974.51
1000000032,32,Customer_32,61671.80,Merchant_5,Pune,170045.38
1000000033,33,Customer_33,183532.19,Merchant_5,Bangalore,106098.64
1000000034,34,Customer_34,100807.53,Merchant_5,Chennai,250647.66
1000000035,35,Customer_35,157879.55,Merchant_5,Pune,285134.13
1000000036,36,Customer_36,71873.53,Merchant_5,Pune,119655.65
1000000037,37,Customer_37,32794.12,Merchant_5,Bangalore,210924.82
1000000038,38,Customer_38,191907.44,Merchant_5,Mumbai,144212.90
1000000039,39,Customer_39,145164.08,Merchant_5,Delhi,271013.37
1000000040,40,Customer_40,171817.19,Merchant_5,Chennai,323893.48
1000000041,41,Customer_41,122964.63,Merchant_5,Pune,199218.10
1000000042,42,Customer_42,22567.18,Merchant_5,Chennai,96805.61
1000000043,43,Customer_43,85410.65,Merchant_5,Pune,450009.85
1000000044,44,Customer_44,51556.04,Merchant_5,Chennai,262597.96
1000000045,45,Customer_45,56199.25,Merchant_5,Mumbai,105483.51
1000000046,46,Customer_46,78552.77,Merchant_5,Delhi,239065.43
1000000047,47,Customer_47,146917.65,Merchant_5,Bangalore,38528.86
1000000048,48,Customer_48,187396.98,Merchant_5,Chennai,433664.78
1000000049,49,Customer_49,12474.79,Merchant_5,Mumbai,123455.78
1000000050,50,Customer_50,185747.01,Merchant_5,Delhi,35777.25
1000000001,1,Customer_1,125388.13,Merchant_6,Bangalore,486337.64
1000000002,2,Customer_2,16855.00,Merchant_6,Pune,149997.57
1000000003,3,Customer_3,160937.95,Merchant_6,Mumbai,252624.05
1000000004,4,Customer_4,34768.55,Merchant_6,Pune,451095.49
1000000005,5,Customer_5,182571.92,Merchant_6,Mumbai,247576.72
1000000006,6,Customer_6,112698.37,Merchant_6,Bangalore,18095.81
1000000007,7,Customer_7,119116.66,Merchant_6,Delhi,167360.43
1000000008,8,Customer_8,130860.48,Merchant_6,Bangalore,396861.39
1000000009,9,Customer_9,28585.70,Merchant_6,Mumbai,87000.68
1000000010,10,Customer_10,196439.29,Merchant_6,Pune,351794.63
1000000011,11,Customer_11,181295.91,Merchant_6,Pune,445233.06
1000000012,12,Customer_12,153420.46,Merchant_6,Delhi,390848.18
1000000013,13,Customer_13,118958.79,Merchant_6,Delhi,432320.27
1000000014,14,Customer_14,39058.13,Merchant_6,Delhi,470359.68
1000000015,15,Customer_15,58887.19,Merchant_6,Delhi,101612.64
1000000016,16,Customer_16,29935.32,Merchant_6,Delhi,430031.17
1000000017,17,Customer_17,181124.91,Merchant_6,Pune,164331.09
1000000018,18,Customer_18,96278.58,Merchant_6,Delhi,400251.07
1000000019,19,Customer_19,106600.10,Merchant_6,Pune,94493.26
1000000020,20,Customer_20,129964.32,Merchant_6,Delhi,200569.00
1000000021,21,Customer_21,114419.62,Merchant_6,Chennai,69590.87
1000000022,22,Customer_22,165671.50,Merchant_6,Delhi,170184.18
1000000023,23,Customer_23,33857.86,Merchant_6,Pune,63767.63
1000000024,24,Customer_24,184863.80,Merchant_6,Pune,216822.32
1000000025,25,Customer_25,26418.87,Merchant_6,Bangalore,496206.29
1000000026,26,Customer_26,105968.71,Merchant_6,Chennai,13455.25
1000000027,27,Customer_27,112094.41,Merchant_6,Delhi,74382.62
1000000028,28,Customer_28,199193.65,Merchant_6,Bangalore,312201.63
1000000029,29,Customer_29,89710.47,Merchant_6,Chennai,85272.05
1000000030,30,Customer_30,82634.09,Merchant_6,Pune,413107.50
1000000031,31,Customer_31,149266.53,Merchant_6,Delhi,185974.51
1000000032,32,Customer_32,11581.94,Merchant_6,Pune,170045.38
1000000033,33,Customer_33,20274.39,Merchant_6,Bangalore,106098.64
1000000034,34,Customer_34,155581.12,Merchant_6,Chennai,250647.66
1000000035,35,Customer_35,79731.49,Merchant_6,Pune,285134.13
1000000036,36,Customer_36,19247.25,Merchant_6,Pune,119655.65
1000000037,37,Customer_37,112325.02,Merchant_6,Bangalore,210924.82
1000000038,38,Customer_38,121301.04,Merchant_6,Mumbai,144212.90
1000000039,39,Customer_39,94871.05,Merchant_6,Delhi,271013.37
1000000040,40,Customer_40,112450.08,Merchant_6,Chennai,323893.48
1000000041,41,Customer_41,74708.62,Merchant_6,Pune,199218.10
1000000042,42,Customer_42,191212.30,Merchant_6,Chennai,96805.61
1000000043,43,Customer_43,115698.18,Merchant_6,Pune,450009.85
1000000044,44,Customer_44,14032.89,Merchant_6,Chennai,262597.96
1000000045,45,Customer_45,41629.80,Merchant_6,Mumbai,105483.51
1000000046,46,Customer_46,199536.12,Merchant_6,Delhi,239065.43
1000000047,47,Customer_47,53261.05,Merchant_6,Bangalore,38528.86
1000000048,48,Customer_48,14246.75,Merchant_6,Chennai,433664.78
1000000049,49,Customer_49,134287.32,Merchant_6,Mumbai,123455.78
1000000050,50,Customer_50,53006.74,Merchant_6,Delhi,35777.25
1000000001,1,Customer_1,71585.07,Merchant_7,Bangalore,486337.64
1000000002,2,Customer_2,164232.12,Merchant_7,Pune,149997.57
1000000003,3,Customer_3,104620.45,Merchant_7,Mumbai,252624.05
1000000004,4,Customer_4,192548.14,Merchant_7,Pune,451095.49
1000000005,5,Customer_5,130345.47,Merchant_7,Mumbai,247576.72
1000000006,6,Customer_6,119315.36,Merchant_7,Bangalore,18095.81
1000000007,7,Customer_7,77144.22,Merchant_7,Delhi,167360.43
1000000008,8,Customer_8,15985.88,Merchant_7,Bangalore,396861.39
1000000009,9,Customer_9,167977.20,Merchant_7,Mumbai,87000.68
1000000010,10,Customer_10,69639.92,Merchant_7,Pune,351794.63
1000000011,11,Customer_11,182874.78,Merchant_7,Pune,445233.06
1000000012,12,Customer_12,47196.60,Merchant_7,Delhi,390848.18
1000000013,13,Customer_13,143095.27,Merchant_7,Delhi,432320.27
1000000014,14,Customer_14,97773.31,Merchant_7,Delhi,470359.68
1000000015,15,Customer_15,57027.34,Merchant_7,Delhi,101612.64
1000000016,16,Customer_16,114300.06,Merchant_7,Delhi,430031.17
1000000017,17,Customer_17,166355.08,Merchant_7,Pune,164331.09
1000000018,18,Customer_18,157427.54,Merchant_7,Delhi,400251.07
1000000019,19,Customer_19,148059.55,Merchant_7,Pune,94493.26
1000000020,20,Customer_20,11884.49,Merchant_7,Delhi,200569.00
1000000021,21,Customer_21,131288.23,Merchant_7,Chennai,69590.87
1000000022,22,Customer_22,60252.32,Merchant_7,Delhi,170184.18
1000000023,23,Customer_23,88788.04,Merchant_7,Pune,63767.63
1000000024,24,Customer_24,29553.23,Merchant_7,Pune,216822.32
1000000025,25,Customer_25,107864.95,Merchant_7,Bangalore,496206.29
1000000026,26,Customer_26,184040.59,Merchant_7,Chennai,13455.25
1000000027,27,Customer_27,193826.74,Merchant_7,Delhi,74382.62
1000000028,28,Customer_28,73829.52,Merchant_7,Bangalore,312201.63
1000000029,29,Customer_29,196133.02,Merchant_7,Chennai,85272.05
1000000030,30,Customer_30,68544.00,Merchant_7,Pune,413107.50
1000000031,31,Customer_31,124932.55,Merchant_7,Delhi,185974.51
1000000032,32,Customer_32,125366.07,Merchant_7,Pune,170045.38
1000000033,33,Customer_33,174756.27,Merchant_7,Bangalore,106098.64
1000000034,34,Customer_34,72062.30,Merchant_7,Chennai,250647.66
1000000035,35,Customer_35,190023.70,Merchant_7,Pune,285134.13
1000000036,36,Customer_36,175848.39,Merchant_7,Pune,119655.65
1000000037,37,Customer_37,199748.44,Merchant_7,Bangalore,210924.82
1000000038,38,Customer_38,100821.33,Merchant_7,Mumbai,144212.90
1000000039,39,Customer_39,94611.86,Merchant_7,Delhi,271013.37
1000000040,40,Customer_40,138673.70,Merchant_7,Chennai,323893.48
1000000041,41,Customer_41,190508.36,Merchant_7,Pune,199218.10
1000000042,42,Customer_42,11645.08,Merchant_7,Chennai,96805.61
1000000043,43,Customer_43,52979.42,Merchant_7,Pune,450009.85
1000000044,44,Customer_44,133002.80,Merchant_7,Chennai,262597.96
1000000045,45,Customer_45,179414.27,Merchant_7,Mumbai,105483.51
1000000046,46,Customer_46,97568.03,Merchant_7,Delhi,239065.43
1000000047,47,Customer_47,175332.10,Merchant_7,Bangalore,38528.86
1000000048,48,Customer_48,170827.54,Merchant_7,Chennai,433664.78
1000000049,49,Customer_49,54463.36,Merchant_7,Mumbai,123455.78
1000000050,50,Customer_50,11288.61,Merchant_7,Delhi,35777.25
1000000001,1,Customer_1,117830.29,Merchant_8,Bangalore,486337.64
1000000002,2,Customer_2,185248.71,Merchant_8,Pune,149997.57
1000000003,3,Customer_3,129951.78,Merchant_8,Mumbai,252624.05
1000000004,4,Customer_4,22188.25,Merchant_8,Pune,451095.49
1000000005,5,Customer_5,142039.48,Merchant_8,Mumbai,247576.72
1000000006,6,Customer_6,111945.58,Merchant_8,Bangalore,18095.81
1000000007,7,Customer_7,134534.11,Merchant_8,Delhi,167360.43
1000000008,8,Customer_8,72518.89,Merchant_8,Bangalore,396861.39
1000000009,9,Customer_9,146651.49,Merchant_8,Mumbai,87000.68
1000000010,10,Customer_10,172768.69,Merchant_8,Pune,351794.63
1000000011,11,Customer_11,156988.39,Merchant_8,Pune,445233.06
1000000012,12,Customer_12,37492.87,Merchant_8,Delhi,390848.18
1000000013,13,Customer_13,13283.82,Merchant_8,Delhi,432320.27
1000000014,14,Customer_14,100103.96,Merchant_8,Delhi,470359.68
1000000015,15,Customer_15,41974.09,Merchant_8,Delhi,101612.64
1000000016,16,Customer_16,170521.11,Merchant_8,Delhi,430031.17
1000000017,17,Customer_17,129158.59,Merchant_8,Pune,164331.09
1000000018,18,Customer_18,91774.99,Merchant_8,Delhi,400251.07
1000000019,19,Customer_19,14376.46,Merchant_8,Pune,94493.26
1000000020,20,Customer_20,67436.85,Merchant_8,Delhi,200569.00
1000000021,21,Customer_21,13653.29,Merchant_8,Chennai,69590.87
1000000022,22,Customer_22,61648.67,Merchant_8,Delhi,170184.18
1000000023,23,Customer_23,66636.51,Merchant_8,Pune,63767.63
1000000024,24,Customer_24,174051.67,Merchant_8,Pune,216822.32
1000000025,25,Customer_25,74176.95,Merchant_8,Bangalore,496206.29
1000000026,26,Customer_26,142121.45,Merchant_8,Chennai,13455.25
1000000027,27,Customer_27,72372.03,Merchant_8,Delhi,74382.62
1000000028,28,Customer_28,135821.03,Merchant_8,Bangalore,312201.63
1000000029,29,Customer_29,65960.43,Merchant_8,Chennai,85272.05
1000000030,30,Customer_30,96329.12,Merchant_8,Pune,413107.50
1000000031,31,Customer_31,56864.35,Merchant_8,Delhi,185974.51
1000000032,32,Customer_32,13989.03,Merchant_8,Pune,170045.38
1000000033,33,Customer_33,145934.37,Merchant_8,Bangalore,106098.64
1000000034,34,Customer_34,125163.08,Merchant_8,Chennai,250647.66
1000000035,35,Customer_35,48228.32,Merchant_8,Pune,285134.13
1000000036,36,Customer_36,71800.91,Merchant_8,Pune,119655.65
1000000037,37,Customer_37,54724.10,Merchant_8,Bangalore,210924.82
1000000038,38,Customer_38,134237.25,Merchant_8,Mumbai,144212.90
1000000039,39,Customer_39,137928.80,Merchant_8,Delhi,271013.37
1000000040,40,Customer_40,197460.97,Merchant_8,Chennai,323893.48
1000000041,41,Customer_41,63924.45,Merchant_8,Pune,199218.10
1000000042,42,Customer_42,50384.99,Merchant_8,Chennai,96805.61
1000000043,43,Customer_43,27876.13,Merchant_8,Pune,450009.85
1000000044,44,Customer_44,57636.72,Merchant_8,Chennai,262597.96
1000000045,45,Customer_45,144870.82,Merchant_8,Mumbai,105483.51
1000000046,46,Customer_46,23181.73,Merchant_8,Delhi,239065.43
1000000047,47,Customer_47,146418.78,Merchant_8,Bangalore,38528.86
1000000048,48,Customer_48,190813.22,Merchant_8,Chennai,433664.78
